Problem #,Problem,Difficulty,Acceptance,LeetCode URL
2093,Minimum Cost to Reach City With Discounts,Medium,61.00%,https://leetcode.com/problems/minimum-cost-to-reach-city-with-discounts
2094,Finding 3-Digit Even Numbers,Easy,78.60%,https://leetcode.com/problems/finding-3-digit-even-numbers
2095,Delete the Middle Node of a Linked List,Medium,60.90%,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list
2096,Step-By-Step Directions From a Binary Tree Node to Another,Medium,56.50%,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another
2097,Valid Arrangement of Pairs,Hard,66.80%,https://leetcode.com/problems/valid-arrangement-of-pairs
2098,Subsequence of Size K With the Largest Even Sum,Medium,35.50%,https://leetcode.com/problems/subsequence-of-size-k-with-the-largest-even-sum
2099,Find Subsequence of Length K With the Largest Sum,Easy,57.30%,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum
2100,Find Good Days to Rob the Bank,Medium,52.00%,https://leetcode.com/problems/find-good-days-to-rob-the-bank
2101,Detonate the Maximum Bombs,Medium,50.40%,https://leetcode.com/problems/detonate-the-maximum-bombs
2102,Sequentially Ordinal Rank Tracker,Hard,61.30%,https://leetcode.com/problems/sequentially-ordinal-rank-tracker
2103,Rings and Rods,Easy,81.60%,https://leetcode.com/problems/rings-and-rods
2104,Sum of Subarray Ranges,Medium,61.90%,https://leetcode.com/problems/sum-of-subarray-ranges
2105,Watering Plants II,Medium,49.00%,https://leetcode.com/problems/watering-plants-ii
2106,Maximum Fruits Harvested After at Most K Steps,Hard,61.00%,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps
2107,Number of Unique Flavors After Sharing K Candies,Medium,62.10%,https://leetcode.com/problems/number-of-unique-flavors-after-sharing-k-candies
2108,Find First Palindromic String in the Array,Easy,84.10%,https://leetcode.com/problems/find-first-palindromic-string-in-the-array
2109,Adding Spaces to a String,Medium,71.90%,https://leetcode.com/problems/adding-spaces-to-a-string
2110,Number of Smooth Descent Periods of a Stock,Medium,67.70%,https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock
2111,Minimum Operations to Make the Array K-Increasing,Hard,40.90%,https://leetcode.com/problems/minimum-operations-to-make-the-array-k-increasing
2112,The Airport With the Most Traffic,Medium,71.80%,https://leetcode.com/problems/the-airport-with-the-most-traffic
2113,Elements in Array After Removing and Replacing Elements,Medium,69.10%,https://leetcode.com/problems/elements-in-array-after-removing-and-replacing-elements
2114,Maximum Number of Words Found in Sentences,Easy,86.70%,https://leetcode.com/problems/maximum-number-of-words-found-in-sentences
2115,Find All Possible Recipes from Given Supplies,Medium,57.10%,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies
2116,Check if a Parentheses String Can Be Valid,Medium,45.30%,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid
2117,Abbreviating the Product of a Range,Hard,24.70%,https://leetcode.com/problems/abbreviating-the-product-of-a-range
2118,Build the Equation,Hard,57.20%,https://leetcode.com/problems/build-the-equation
2119,A Number After a Double Reversal,Easy,82.70%,https://leetcode.com/problems/a-number-after-a-double-reversal
2120,Execution of All Suffix Instructions Staying in a Grid,Medium,82.20%,https://leetcode.com/problems/execution-of-all-suffix-instructions-staying-in-a-grid
2121,Intervals Between Identical Elements,Medium,48.30%,https://leetcode.com/problems/intervals-between-identical-elements
2122,Recover the Original Array,Hard,42.00%,https://leetcode.com/problems/recover-the-original-array
2123,Minimum Operations to Remove Adjacent Ones in Matrix,Hard,42.60%,https://leetcode.com/problems/minimum-operations-to-remove-adjacent-ones-in-matrix
2124,Check if All A's Appears Before All B's,Easy,73.40%,https://leetcode.com/problems/check-if-all-as-appears-before-all-bs
2125,Number of Laser Beams in a Bank,Medium,87.00%,https://leetcode.com/problems/number-of-laser-beams-in-a-bank
2126,Destroying Asteroids,Medium,59.80%,https://leetcode.com/problems/destroying-asteroids
2127,Maximum Employees to Be Invited to a Meeting,Hard,61.80%,https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting
2128,Remove All Ones With Row and Column Flips,Medium,76.20%,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips
2129,Capitalize the Title,Easy,68.50%,https://leetcode.com/problems/capitalize-the-title
2130,Maximum Twin Sum of a Linked List,Medium,83.30%,https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list
2131,Longest Palindrome by Concatenating Two Letter Words,Medium,53.40%,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words
2132,Stamping the Grid,Hard,35.90%,https://leetcode.com/problems/stamping-the-grid
2133,Check if Every Row and Column Contains All Numbers,Easy,54.30%,https://leetcode.com/problems/check-if-every-row-and-column-contains-all-numbers
2134,Minimum Swaps to Group All 1's Together II,Medium,65.70%,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii
2135,Count Words Obtained After Adding a Letter,Medium,44.20%,https://leetcode.com/problems/count-words-obtained-after-adding-a-letter
2136,Earliest Possible Day of Full Bloom,Hard,71.10%,https://leetcode.com/problems/earliest-possible-day-of-full-bloom
2137,Pour Water Between Buckets to Make Water Levels Equal,Medium,68.00%,https://leetcode.com/problems/pour-water-between-buckets-to-make-water-levels-equal
2138,Divide a String Into Groups of Size k,Easy,76.90%,https://leetcode.com/problems/divide-a-string-into-groups-of-size-k
2139,Minimum Moves to Reach Target Score,Medium,52.60%,https://leetcode.com/problems/minimum-moves-to-reach-target-score
2140,Solving Questions With Brainpower,Medium,60.20%,https://leetcode.com/problems/solving-questions-with-brainpower
2141,Maximum Running Time of N Computers,Hard,56.30%,https://leetcode.com/problems/maximum-running-time-of-n-computers
2142,The Number of Passengers in Each Bus I,Medium,49.10%,https://leetcode.com/problems/the-number-of-passengers-in-each-bus-i
2143,Choose Numbers From Two Arrays in Range,Hard,51.40%,https://leetcode.com/problems/choose-numbers-from-two-arrays-in-range
2144,Minimum Cost of Buying Candies With Discount,Easy,71.60%,https://leetcode.com/problems/minimum-cost-of-buying-candies-with-discount
2145,Count the Hidden Sequences,Medium,56.70%,https://leetcode.com/problems/count-the-hidden-sequences
2146,K Highest Ranked Items Within a Price Range,Medium,47.20%,https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range
2147,Number of Ways to Divide a Long Corridor,Hard,54.50%,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor
2148,Count Elements With Strictly Smaller and Greater Elements,Easy,60.20%,https://leetcode.com/problems/count-elements-with-strictly-smaller-and-greater-elements
2149,Rearrange Array Elements by Sign,Medium,84.80%,https://leetcode.com/problems/rearrange-array-elements-by-sign
2150,Find All Lonely Numbers in the Array,Medium,63.90%,https://leetcode.com/problems/find-all-lonely-numbers-in-the-array
2151,Maximum Good People Based on Statements,Hard,52.90%,https://leetcode.com/problems/maximum-good-people-based-on-statements
2152,Minimum Number of Lines to Cover Points,Medium,44.20%,https://leetcode.com/problems/minimum-number-of-lines-to-cover-points
2153,The Number of Passengers in Each Bus II,Hard,40.50%,https://leetcode.com/problems/the-number-of-passengers-in-each-bus-ii
2154,Keep Multiplying Found Values by Two,Easy,75.00%,https://leetcode.com/problems/keep-multiplying-found-values-by-two
2155,All Divisions With the Highest Score of a Binary Array,Medium,65.80%,https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array
2156,Find Substring With Given Hash Value,Hard,27.10%,https://leetcode.com/problems/find-substring-with-given-hash-value
2157,Groups of Strings,Hard,28.20%,https://leetcode.com/problems/groups-of-strings
2158,Amount of New Area Painted Each Day,Hard,55.60%,https://leetcode.com/problems/amount-of-new-area-painted-each-day
2159,Order Two Columns Independently,Medium,61.90%,https://leetcode.com/problems/order-two-columns-independently
2160,Minimum Sum of Four Digit Number After Splitting Digits,Easy,86.40%,https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits
2161,Partition Array According to Given Pivot,Medium,90.80%,https://leetcode.com/problems/partition-array-according-to-given-pivot
2162,Minimum Cost to Set Cooking Time,Medium,45.10%,https://leetcode.com/problems/minimum-cost-to-set-cooking-time
2163,Minimum Difference in Sums After Removal of Elements,Hard,69.60%,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements
2164,Sort Even and Odd Indices Independently,Easy,63.60%,https://leetcode.com/problems/sort-even-and-odd-indices-independently
2165,Smallest Value of the Rearranged Number,Medium,53.70%,https://leetcode.com/problems/smallest-value-of-the-rearranged-number
2166,Design Bitset,Medium,33.00%,https://leetcode.com/problems/design-bitset
2167,Minimum Time to Remove All Cars Containing Illegal Goods,Hard,42.20%,https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods
2168,Unique Substrings With Equal Digit Frequency,Medium,64.70%,https://leetcode.com/problems/unique-substrings-with-equal-digit-frequency
2169,Count Operations to Obtain Zero,Easy,79.80%,https://leetcode.com/problems/count-operations-to-obtain-zero
2170,Minimum Operations to Make the Array Alternating,Medium,35.90%,https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating
2171,Removing Minimum Number of Magic Beans,Medium,44.90%,https://leetcode.com/problems/removing-minimum-number-of-magic-beans
2172,Maximum AND Sum of Array,Hard,51.10%,https://leetcode.com/problems/maximum-and-sum-of-array
2173,Longest Winning Streak,Hard,54.60%,https://leetcode.com/problems/longest-winning-streak
2174,Remove All Ones With Row and Column Flips II,Medium,66.90%,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips-ii
2175,The Change in Global Rankings,Medium,60.90%,https://leetcode.com/problems/the-change-in-global-rankings
2176,Count Equal and Divisible Pairs in an Array,Easy,83.80%,https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array
2177,Find Three Consecutive Integers That Sum to a Given Number,Medium,65.20%,https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number
2178,Maximum Split of Positive Even Integers,Medium,59.90%,https://leetcode.com/problems/maximum-split-of-positive-even-integers
2179,Count Good Triplets in an Array,Hard,65.30%,https://leetcode.com/problems/count-good-triplets-in-an-array
2180,Count Integers With Even Digit Sum,Easy,70.90%,https://leetcode.com/problems/count-integers-with-even-digit-sum
2181,Merge Nodes in Between Zeros,Medium,89.70%,https://leetcode.com/problems/merge-nodes-in-between-zeros
2182,Construct String With Repeat Limit,Medium,70.80%,https://leetcode.com/problems/construct-string-with-repeat-limit
2183,Count Array Pairs Divisible by K,Hard,31.10%,https://leetcode.com/problems/count-array-pairs-divisible-by-k
2184,Number of Ways to Build Sturdy Brick Wall,Medium,49.60%,https://leetcode.com/problems/number-of-ways-to-build-sturdy-brick-wall
2185,Counting Words With a Given Prefix,Easy,84.40%,https://leetcode.com/problems/counting-words-with-a-given-prefix
2186,Minimum Number of Steps to Make Two Strings Anagram II,Medium,73.20%,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii
2187,Minimum Time to Complete Trips,Medium,40.00%,https://leetcode.com/problems/minimum-time-to-complete-trips
2188,Minimum Time to Finish the Race,Hard,43.60%,https://leetcode.com/problems/minimum-time-to-finish-the-race
2189,Number of Ways to Build House of Cards,Medium,62.80%,https://leetcode.com/problems/number-of-ways-to-build-house-of-cards
2190,Most Frequent Number Following Key In an Array,Easy,59.70%,https://leetcode.com/problems/most-frequent-number-following-key-in-an-array
2191,Sort the Jumbled Numbers,Medium,59.90%,https://leetcode.com/problems/sort-the-jumbled-numbers
2192,All Ancestors of a Node in a Directed Acyclic Graph,Medium,62.30%,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph
2193,Minimum Number of Moves to Make Palindrome,Hard,53.10%,https://leetcode.com/problems/minimum-number-of-moves-to-make-palindrome
2194,Cells in a Range on an Excel Sheet,Easy,84.10%,https://leetcode.com/problems/cells-in-a-range-on-an-excel-sheet
2195,Append K Integers With Minimal Sum,Medium,27.30%,https://leetcode.com/problems/append-k-integers-with-minimal-sum
2196,Create Binary Tree From Descriptions,Medium,83.90%,https://leetcode.com/problems/create-binary-tree-from-descriptions
2197,Replace Non-Coprime Numbers in Array,Hard,57.70%,https://leetcode.com/problems/replace-non-coprime-numbers-in-array
2198,Number of Single Divisor Triplets,Medium,53.10%,https://leetcode.com/problems/number-of-single-divisor-triplets
2199,Finding the Topic of Each Post,Hard,50.40%,https://leetcode.com/problems/finding-the-topic-of-each-post
2200,Find All K-Distant Indices in an Array,Easy,77.20%,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array
2201,Count Artifacts That Can Be Extracted,Medium,57.40%,https://leetcode.com/problems/count-artifacts-that-can-be-extracted
2202,Maximize the Topmost Element After K Moves,Medium,24.20%,https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves
2203,Minimum Weighted Subgraph With the Required Paths,Hard,43.40%,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths
2204,Distance to a Cycle in Undirected Graph,Hard,73.40%,https://leetcode.com/problems/distance-to-a-cycle-in-undirected-graph
2205,The Number of Users That Are Eligible for Discount,Easy,50.60%,https://leetcode.com/problems/the-number-of-users-that-are-eligible-for-discount
2206,Divide Array Into Equal Pairs,Easy,79.20%,https://leetcode.com/problems/divide-array-into-equal-pairs
2207,Maximize Number of Subsequences in a String,Medium,36.30%,https://leetcode.com/problems/maximize-number-of-subsequences-in-a-string
2208,Minimum Operations to Halve Array Sum,Medium,50.50%,https://leetcode.com/problems/minimum-operations-to-halve-array-sum
2209,Minimum White Tiles After Covering With Carpets,Hard,39.40%,https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets
2210,Count Hills and Valleys in an Array,Easy,69.10%,https://leetcode.com/problems/count-hills-and-valleys-in-an-array
2211,Count Collisions on a Road,Medium,58.10%,https://leetcode.com/problems/count-collisions-on-a-road
2212,Maximum Points in an Archery Competition,Medium,52.40%,https://leetcode.com/problems/maximum-points-in-an-archery-competition
2213,Longest Substring of One Repeating Character,Hard,65.50%,https://leetcode.com/problems/longest-substring-of-one-repeating-character
2214,Minimum Health to Beat Game,Medium,58.80%,https://leetcode.com/problems/minimum-health-to-beat-game
2215,Find the Difference of Two Arrays,Easy,81.60%,https://leetcode.com/problems/find-the-difference-of-two-arrays
2216,Minimum Deletions to Make Array Beautiful,Medium,50.40%,https://leetcode.com/problems/minimum-deletions-to-make-array-beautiful
2217,Find Palindrome With Fixed Length,Medium,38.20%,https://leetcode.com/problems/find-palindrome-with-fixed-length
2218,Maximum Value of K Coins From Piles,Hard,60.50%,https://leetcode.com/problems/maximum-value-of-k-coins-from-piles
2219,Maximum Sum Score of Array,Medium,62.30%,https://leetcode.com/problems/maximum-sum-score-of-array
2220,Minimum Bit Flips to Convert Number,Easy,88.00%,https://leetcode.com/problems/minimum-bit-flips-to-convert-number
2221,Find Triangular Sum of an Array,Medium,82.00%,https://leetcode.com/problems/find-triangular-sum-of-an-array
2222,Number of Ways to Select Buildings,Medium,51.00%,https://leetcode.com/problems/number-of-ways-to-select-buildings
2223,Sum of Scores of Built Strings,Hard,50.60%,https://leetcode.com/problems/sum-of-scores-of-built-strings
2224,Minimum Number of Operations to Convert Time,Easy,66.50%,https://leetcode.com/problems/minimum-number-of-operations-to-convert-time
2225,Find Players With Zero or One Losses,Medium,72.40%,https://leetcode.com/problems/find-players-with-zero-or-one-losses
2226,Maximum Candies Allocated to K Children,Medium,49.90%,https://leetcode.com/problems/maximum-candies-allocated-to-k-children
2227,Encrypt and Decrypt Strings,Hard,38.80%,https://leetcode.com/problems/encrypt-and-decrypt-strings
2228,Users With Two Purchases Within Seven Days,Medium,47.10%,https://leetcode.com/problems/users-with-two-purchases-within-seven-days
2229,Check if an Array Is Consecutive,Easy,62.30%,https://leetcode.com/problems/check-if-an-array-is-consecutive
2230,The Users That Are Eligible for Discount,Easy,51.00%,https://leetcode.com/problems/the-users-that-are-eligible-for-discount
2231,Largest Number After Digit Swaps by Parity,Easy,65.70%,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity
2232,Minimize Result by Adding Parentheses to Expression,Medium,68.40%,https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression
2233,Maximum Product After K Increments,Medium,44.20%,https://leetcode.com/problems/maximum-product-after-k-increments
2234,Maximum Total Beauty of the Gardens,Hard,30.40%,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens
2235,Add Two Integers,Easy,88.10%,https://leetcode.com/problems/add-two-integers
2236,Root Equals Sum of Children,Easy,85.10%,https://leetcode.com/problems/root-equals-sum-of-children
2237,Count Positions on Street With Required Brightness,Medium,62.50%,https://leetcode.com/problems/count-positions-on-street-with-required-brightness
2238,Number of Times a Driver Was a Passenger,Medium,71.70%,https://leetcode.com/problems/number-of-times-a-driver-was-a-passenger
2239,Find Closest Number to Zero,Easy,48.20%,https://leetcode.com/problems/find-closest-number-to-zero
2240,Number of Ways to Buy Pens and Pencils,Medium,57.10%,https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils
2241,Design an ATM Machine,Medium,46.20%,https://leetcode.com/problems/design-an-atm-machine
2242,Maximum Score of a Node Sequence,Hard,40.50%,https://leetcode.com/problems/maximum-score-of-a-node-sequence
2243,Calculate Digit Sum of a String,Easy,68.10%,https://leetcode.com/problems/calculate-digit-sum-of-a-string
2244,Minimum Rounds to Complete All Tasks,Medium,63.40%,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks
2245,Maximum Trailing Zeros in a Cornered Path,Medium,38.30%,https://leetcode.com/problems/maximum-trailing-zeros-in-a-cornered-path
2246,Longest Path With Different Adjacent Characters,Hard,54.00%,https://leetcode.com/problems/longest-path-with-different-adjacent-characters
2247,Maximum Cost of Trip With K Highways,Hard,49.80%,https://leetcode.com/problems/maximum-cost-of-trip-with-k-highways
2248,Intersection of Multiple Arrays,Easy,68.80%,https://leetcode.com/problems/intersection-of-multiple-arrays
2249,Count Lattice Points Inside a Circle,Medium,57.10%,https://leetcode.com/problems/count-lattice-points-inside-a-circle
2250,Count Number of Rectangles Containing Each Point,Medium,37.90%,https://leetcode.com/problems/count-number-of-rectangles-containing-each-point
2251,Number of Flowers in Full Bloom,Hard,58.10%,https://leetcode.com/problems/number-of-flowers-in-full-bloom
2252,Dynamic Pivoting of a Table,Hard,57.60%,https://leetcode.com/problems/dynamic-pivoting-of-a-table
2253,Dynamic Unpivoting of a Table,Hard,69.70%,https://leetcode.com/problems/dynamic-unpivoting-of-a-table
2254,Design Video Sharing Platform,Hard,64.40%,https://leetcode.com/problems/design-video-sharing-platform
2255,Count Prefixes of a Given String,Easy,74.40%,https://leetcode.com/problems/count-prefixes-of-a-given-string
2256,Minimum Average Difference,Medium,44.00%,https://leetcode.com/problems/minimum-average-difference
2257,Count Unguarded Cells in the Grid,Medium,69.20%,https://leetcode.com/problems/count-unguarded-cells-in-the-grid
2258,Escape the Spreading Fire,Hard,39.30%,https://leetcode.com/problems/escape-the-spreading-fire
2259,Remove Digit From Number to Maximize Result,Easy,48.80%,https://leetcode.com/problems/remove-digit-from-number-to-maximize-result
2260,Minimum Consecutive Cards to Pick Up,Medium,54.00%,https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up
2261,K Divisible Elements Subarrays,Medium,55.20%,https://leetcode.com/problems/k-divisible-elements-subarrays
2262,Total Appeal of A String,Hard,56.70%,https://leetcode.com/problems/total-appeal-of-a-string
2263,Make Array Non-decreasing or Non-increasing,Hard,65.60%,https://leetcode.com/problems/make-array-non-decreasing-or-non-increasing
2264,Largest 3-Same-Digit Number in String,Easy,72.70%,https://leetcode.com/problems/largest-3-same-digit-number-in-string
2265,Count Nodes Equal to Average of Subtree,Medium,86.80%,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree
2266,Count Number of Texts,Medium,50.70%,https://leetcode.com/problems/count-number-of-texts
2267,Check if There Is a Valid Parentheses String Path,Hard,40.70%,https://leetcode.com/problems/check-if-there-is-a-valid-parentheses-string-path
2268,Minimum Number of Keypresses,Medium,71.50%,https://leetcode.com/problems/minimum-number-of-keypresses
2269,Find the K-Beauty of a Number,Easy,63.80%,https://leetcode.com/problems/find-the-k-beauty-of-a-number
2270,Number of Ways to Split Array,Medium,55.80%,https://leetcode.com/problems/number-of-ways-to-split-array
2271,Maximum White Tiles Covered by a Carpet,Medium,36.40%,https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet
2272,Substring With Largest Variance,Hard,46.00%,https://leetcode.com/problems/substring-with-largest-variance
2273,Find Resultant Array After Removing Anagrams,Easy,70.00%,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams
2274,Maximum Consecutive Floors Without Special Floors,Medium,52.80%,https://leetcode.com/problems/maximum-consecutive-floors-without-special-floors
2275,Largest Combination With Bitwise AND Greater Than Zero,Medium,80.70%,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero
2276,Count Integers in Intervals,Hard,36.20%,https://leetcode.com/problems/count-integers-in-intervals
2277,Closest Node to Path in Tree,Hard,62.10%,https://leetcode.com/problems/closest-node-to-path-in-tree
2278,Percentage of Letter in String,Easy,75.40%,https://leetcode.com/problems/percentage-of-letter-in-string
2279,Maximum Bags With Full Capacity of Rocks,Medium,68.30%,https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks
2280,Minimum Lines to Represent a Line Chart,Medium,27.40%,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart
2281,Sum of Total Strength of Wizards,Hard,29.90%,https://leetcode.com/problems/sum-of-total-strength-of-wizards
2282,Number of People That Can Be Seen in a Grid,Medium,46.90%,https://leetcode.com/problems/number-of-people-that-can-be-seen-in-a-grid
2283,Check if Number Has Equal Digit Count and Digit Value,Easy,73.30%,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value
2284,Sender With Largest Word Count,Medium,60.20%,https://leetcode.com/problems/sender-with-largest-word-count
2285,Maximum Total Importance of Roads,Medium,69.10%,https://leetcode.com/problems/maximum-total-importance-of-roads
2286,Booking Concert Tickets in Groups,Hard,20.30%,https://leetcode.com/problems/booking-concert-tickets-in-groups
2287,Rearrange Characters to Make Target String,Easy,63.20%,https://leetcode.com/problems/rearrange-characters-to-make-target-string
2288,Apply Discount to Prices,Medium,34.60%,https://leetcode.com/problems/apply-discount-to-prices
2289,Steps to Make Array Non-decreasing,Medium,25.30%,https://leetcode.com/problems/steps-to-make-array-non-decreasing
2290,Minimum Obstacle Removal to Reach Corner,Hard,71.10%,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner
2291,Maximum Profit From Trading Stocks,Medium,48.30%,https://leetcode.com/problems/maximum-profit-from-trading-stocks
2292,Products With Three or More Orders in Two Consecutive Years,Medium,40.80%,https://leetcode.com/problems/products-with-three-or-more-orders-in-two-consecutive-years
2293,Min Max Game,Easy,64.50%,https://leetcode.com/problems/min-max-game
2294,Partition Array Such That Maximum Difference Is K,Medium,81.80%,https://leetcode.com/problems/partition-array-such-that-maximum-difference-is-k
2295,Replace Elements in an Array,Medium,60.00%,https://leetcode.com/problems/replace-elements-in-an-array
2296,Design a Text Editor,Hard,51.60%,https://leetcode.com/problems/design-a-text-editor
2297,Jump Game VIII,Medium,45.70%,https://leetcode.com/problems/jump-game-viii
2298,Tasks Count in the Weekend,Medium,81.70%,https://leetcode.com/problems/tasks-count-in-the-weekend
2299,Strong Password Checker II,Easy,55.70%,https://leetcode.com/problems/strong-password-checker-ii
2300,Successful Pairs of Spells and Potions,Medium,49.80%,https://leetcode.com/problems/successful-pairs-of-spells-and-potions
2301,Match Substring After Replacement,Hard,43.70%,https://leetcode.com/problems/match-substring-after-replacement
2302,Count Subarrays With Score Less Than K,Hard,62.20%,https://leetcode.com/problems/count-subarrays-with-score-less-than-k
2303,Calculate Amount Paid in Taxes,Easy,69.50%,https://leetcode.com/problems/calculate-amount-paid-in-taxes
2304,Minimum Path Cost in a Grid,Medium,68.40%,https://leetcode.com/problems/minimum-path-cost-in-a-grid
2305,Fair Distribution of Cookies,Medium,70.10%,https://leetcode.com/problems/fair-distribution-of-cookies
2306,Naming a Company,Hard,46.60%,https://leetcode.com/problems/naming-a-company
2307,Check for Contradictions in Equations,Hard,43.80%,https://leetcode.com/problems/check-for-contradictions-in-equations
2308,Arrange Table by Gender,Medium,71.00%,https://leetcode.com/problems/arrange-table-by-gender
2309,Greatest English Letter in Upper and Lower Case,Easy,72.90%,https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case
2310,Sum of Numbers With Units Digit K,Medium,28.50%,https://leetcode.com/problems/sum-of-numbers-with-units-digit-k
2311,Longest Binary Subsequence Less Than or Equal to K,Medium,52.70%,https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k
2312,Selling Pieces of Wood,Hard,53.30%,https://leetcode.com/problems/selling-pieces-of-wood
2313,Minimum Flips in Binary Tree to Get Result,Hard,56.70%,https://leetcode.com/problems/minimum-flips-in-binary-tree-to-get-result
2314,The First Day of the Maximum Recorded Degree in Each City,Medium,73.60%,https://leetcode.com/problems/the-first-day-of-the-maximum-recorded-degree-in-each-city
2315,Count Asterisks,Easy,83.50%,https://leetcode.com/problems/count-asterisks
2316,Count Unreachable Pairs of Nodes in an Undirected Graph,Medium,50.20%,https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph
2317,Maximum XOR After Operations,Medium,79.90%,https://leetcode.com/problems/maximum-xor-after-operations
2318,Number of Distinct Roll Sequences,Hard,58.40%,https://leetcode.com/problems/number-of-distinct-roll-sequences
2319,Check if Matrix Is X-Matrix,Easy,67.00%,https://leetcode.com/problems/check-if-matrix-is-x-matrix
2320,Count Number of Ways to Place Houses,Medium,44.20%,https://leetcode.com/problems/count-number-of-ways-to-place-houses
2321,Maximum Score Of Spliced Array,Hard,58.90%,https://leetcode.com/problems/maximum-score-of-spliced-array
2322,Minimum Score After Removals on a Tree,Hard,76.00%,https://leetcode.com/problems/minimum-score-after-removals-on-a-tree
2323,Find Minimum Time to Finish All Jobs II,Medium,66.20%,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs-ii
2324,Product Sales Analysis IV,Medium,76.00%,https://leetcode.com/problems/product-sales-analysis-iv
2325,Decode the Message,Easy,86.00%,https://leetcode.com/problems/decode-the-message
2326,Spiral Matrix IV,Medium,82.30%,https://leetcode.com/problems/spiral-matrix-iv
2327,Number of People Aware of a Secret,Medium,60.60%,https://leetcode.com/problems/number-of-people-aware-of-a-secret
2328,Number of Increasing Paths in a Grid,Hard,57.30%,https://leetcode.com/problems/number-of-increasing-paths-in-a-grid
2329,Product Sales Analysis V,Easy,70.90%,https://leetcode.com/problems/product-sales-analysis-v
2330,Valid Palindrome IV,Medium,75.40%,https://leetcode.com/problems/valid-palindrome-iv
2331,Evaluate Boolean Binary Tree,Easy,82.40%,https://leetcode.com/problems/evaluate-boolean-binary-tree
2332,The Latest Time to Catch a Bus,Medium,30.20%,https://leetcode.com/problems/the-latest-time-to-catch-a-bus
2333,Minimum Sum of Squared Difference,Medium,27.00%,https://leetcode.com/problems/minimum-sum-of-squared-difference
2334,Subarray With Elements Greater Than Varying Threshold,Hard,46.10%,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold
2335,Minimum Amount of Time to Fill Cups,Easy,60.50%,https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups
2336,Smallest Number in Infinite Set,Medium,70.70%,https://leetcode.com/problems/smallest-number-in-infinite-set
2337,Move Pieces to Obtain a String,Medium,56.60%,https://leetcode.com/problems/move-pieces-to-obtain-a-string
2338,Count the Number of Ideal Arrays,Hard,56.90%,https://leetcode.com/problems/count-the-number-of-ideal-arrays
2339,All the Matches of the League,Easy,88.40%,https://leetcode.com/problems/all-the-matches-of-the-league
2340,Minimum Adjacent Swaps to Make a Valid Array,Medium,72.20%,https://leetcode.com/problems/minimum-adjacent-swaps-to-make-a-valid-array
2341,Maximum Number of Pairs in Array,Easy,76.30%,https://leetcode.com/problems/maximum-number-of-pairs-in-array
